doc_id,chunk_id,date,chunk_text,query
http://cebudailynews.inquirer.net/117706/maine-mendoza-gives-heartfelt-birthday-message-alden-richards,http://cebudailynews.inquirer.net/117706/maine-mendoza-gives-heartfelt-birthday-message-alden-richards_chunk0,2017-01-02 21:48:59,"KAPUSO actor and host Alden Richards celebrated his 25th birthday in yesterday’s episode of the noontime show “Eat Bulaga.” For his birthday production number, Alden performed a dance number with “flying” stunts. Afterwards, his fellow “EB” hosts, including his love team partner Maine Mendoza, gave their birthday greetings. ADVERTISEMENT “Happy happy birthday, Alden. Twenty-five ka na. Wish ko lang sa sa ‘yo, sana kung ano ‘yung mga kahilingan mo sa Diyos at aspirations mo ay matupad. Sana lagi kang masaya. Alam mo naman ‘yung mga sinasabi ko sa’yo—sana huwag mong kalimutan ‘yun,” said Maine. Like everyone else, she reminded Alden to give some time for himself to rest from work. “Gets ko naman na trabaho trabaho, pero huwag mong kalimutan na magpahinga. Take a break and enjoy life. Bata pa tayo. Marami pa tayong magagawa. Huwag ka masyadong kayod-kuwarenta anyos! Sana lagi kang masaya and I’m always here for you,” she continued. Alden also took the chance to thank Maine. “Alam mo naman ‘yung mga nangyari sa atin before, noong 2016—good, bad, happy, sad, ups, and downs. Ang dami. Sana ma-realize mo na kahit hindi tayo madalas magkikita, except sa barangay, pero ‘yung care ko sa ‘yo ay hindi nagbabago. Kahit from afar lang ako, alagaan pa rin kita the most way I can,” he said. “Kung ano man ang mayroon tayo ngayong 2017, palakasin natin. Sana kung ano ‘yung relationship natin ngayon, palakasin natin at patatagin. Ang daming mangyayari sa 2017. I’m thankful for you being there for me kahit na minsan ay nagkakasamaan tayo ng loob,” Alden added. On her Twitter account, Maine posted a message for the birthday boy. “Take a break, breathe and enjoy the simple pleasures in life. Happy birthday, Tans,” she wrote posting a never-before-seen photo of Alden taken in Como, Italy where they",How did Alden Richards celebrate his 25th birthday?
http://cebudailynews.inquirer.net/117706/maine-mendoza-gives-heartfelt-birthday-message-alden-richards,http://cebudailynews.inquirer.net/117706/maine-mendoza-gives-heartfelt-birthday-message-alden-richards_chunk1,2017-01-02 21:48:59,"account, Maine posted a message for the birthday boy. “Take a break, breathe and enjoy the simple pleasures in life. Happy birthday, Tans,” she wrote posting a never-before-seen photo of Alden taken in Como, Italy where they shot their film, “Imagine You and Me.” Alden later replied with: “Never forget Ms Maine. Grazie Miller (sic).” Alden and Maine are preparing for their first teleserye together, “Destined To Be Yours,” that will air on GMA Primetime soon.",Alden Richards and Maine Mendoza new GMA teleserye
http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/,http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/_chunk0,2018-07-04 12:05:22,"Index Markets Research offers a detailed research on Global Sports Turf Seed Market with the future prospects of the market to provide the current state and emerging trends in the market. The report covers methodical outlook by considering aspects such as market growth, market demands, business strategies, consumption volume, market trends and industry cost structure during the forecast period 2018-2025. New vendors in the market are facing tough competition from established international vendors as they struggle with technological innovations, reliability and quality issues. The Prominent Manufacturers included Hancock Seed, Pennington Seed, The Scotts Company, Barenbrug Group, Turf Merchants, Green Velvet Sod Farms, Bonide, Jonathan Green, Pickseed, PGG wrightson Turf. The Sports Turf Seed Market report includes a brief on these trends that can help the businesses operating in the industry to understand the market and strategize for their business expansion accordingly. The research report analyzes the market size, industry share, growth, key segments, CAGR and key drivers. In this part, the report presents the company profile, product specifications, capacity, production value, and 2013-2018 market shares for each company. Through the statistical analysis, the report depicts the global total market of Sports Turf Seed industry including capacity, production, production value, cost/profit, supply/demand and import/export. The total market is further divided by company, by country, and by application/type for the competitive landscape analysis. Request for Sample Report @ https://www.indexmarketsresearch.com/report/global-sports-turf-seed-market/10138/#requestforsample The Sports Turf Seed Market report gives a description of the competitive nature of the market, market shares, and its growth rates based on 5 year history data along with company profile of key players/manufacturers. The Porter’s Five Forces model and the SWOT analysis are also a fraction of this study so as to assist businessmen in recognizing the spirited background of the market. This The market report integrates a study of the","Sports turf seed market analysis, trends, and key companies"
http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/,http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/_chunk1,2018-07-04 12:05:22,"Porter’s Five Forces model and the SWOT analysis are also a fraction of this study so as to assist businessmen in recognizing the spirited background of the market. This The market report integrates a study of the investment charisma of the market, and the end consumers have been standardized based on their general attractiveness, rate of development, and size of the market.It provides overview with growth analysis and historical & futuristic cost, revenue, volume delivered (in kilo tons) and the income it produces (in US$), demand and supply data (as applicable). The research analysts provide an elaborate description of the value chain and its distributor analysis. Geographically, this report is portioned into a few key Regions, with generation, utilization, income (million USD), piece of the pie and development rate in these areas, from 2018 to 2025 (gauge), covering United States, China, Europe, Japan, Southeast Asia, India and Rest of World. Sports Turf Seed Market Products Type Segmentation : Cool Season Grass, Warm Season Grass. Sports Turf Seed Market Applications Segmentation : Landscape Turf, Golf Turf, Others. Key Highlights of the Sports Turf Seed Market : 1) A Clear understanding of the market supported growth, constraints, opportunities, practicableness study. 2) Analyze the opportunities in the market for stakeholders by identifying the high growth segments. 3) It depicts parameters such as production value, capacity in a statistical format that is accurately fathomed by the readers. 4) Strategically analyze each submarket with respect to individual growth trend and their contribution to the market. 5) Strategically profile the key players and comprehensively analyze their growth strategies. Inquiry for Buying Report @ https://www.indexmarketsresearch.com/report/global-sports-turf-seed-market/10138/#inquiry In the conclusion, The Sports Turf Seed market downstream consumer analysis, upstream raw materials, different types of equipment are concealed in the report. Research findings, conclusions, industry feasibility analysis, vendors and traders",Sports turf seed industry trends and forecasts by region
http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/,http://www.indiabynet.com/2018/07/04/global-sports-turf-seed-market-2018-hancock-seed-pennington-seed-the-scotts-company-barenbrug-group-turf-merchants/_chunk2,2018-07-04 12:05:22,"for Buying Report @ https://www.indexmarketsresearch.com/report/global-sports-turf-seed-market/10138/#inquiry In the conclusion, The Sports Turf Seed market downstream consumer analysis, upstream raw materials, different types of equipment are concealed in the report. Research findings, conclusions, industry feasibility analysis, vendors and traders involved, appendix data and figures in the form of tables, graphs, and pie-charts. About Us Index Markets Research conduct market research and publish reports. You can find more than 35,000 research reports in our web store, which covers global industry and the regional markets. All the worldwide marketing data you need is at your fingertips. Contact Us Mark Irwin Sales Manager Email Id: sales@indexmarketsresearch.com Phone: +1 202 888 3519 Web: https://www.indexmarketsresearch.com/",Contact details for Index Markets Research sales department
http://insomniacmagazine.com/lee-black-aliano-release-like/,http://insomniacmagazine.com/lee-black-aliano-release-like/_chunk0,2017-01-02 11:38:41,"Since its initial inception in 1995, as Insomniac “The World’s Only Hip Hop Industry Publication”™ has progressed from focusing on the business of Hip Hop to also covering the entertainment and media industries, however, always from an independent stand point. The industry magazine has... Read More",When did Insomniac magazine start and what topics does it cover?
https://www.dailystar.co.uk/news/latest-news/714102/Ross-Kemp-reacts-England-World-Cup-win-Colombia-video,https://www.dailystar.co.uk/news/latest-news/714102/Ross-Kemp-reacts-England-World-Cup-win-Colombia-video_chunk0,2018-07-04 10:30:00,"ENGLAND’S victory over Colombia last night was “everything” for TV hard man Ross Kemp.
Gareth Southgate's side put in a gutsy performance as they saw off the South American side in Moscow to progress to the World Cup quarter-finals. Unsurprisingly, fans around the country have been revelling in England's first ever penalty shoot-out win in the competition. But Kemp – most famous for playing Grant Mitchell in EastEnders – has left everyone in awe.
Getty/ Ross Kemp Ross Kemp posted his brilliant reaction to England's World Cup win against Colombia
“Get him on the plane” Twitter user The documentary maker, 52, posted a video of himself topless, which has now been viewed nearly 700,000 times. Taking to Twitter, he shouts: “You will never know what that means to me. “That is everything! Everything! “We love you, boys. We love you.”
And fans on Twitter absolutely loved what the actor had to say. “Haha this guy,” one viewer wrote. Another commented: “We love you, Ross!” While a third suggested getting the actor into the England set-up.
World Cup 2018: England fans go WILD as England beat Colombia England fans go wild after beating Colombia in a tense penalty shootout 1 / 60 The Three Lions flag is triumpahntly held aloft following England's latest World Cup win",Ross Kemp's viral video celebrating England's World Cup win
http://www.bradenton.com/news/nation-world/national/article124132254.html,http://www.bradenton.com/news/nation-world/national/article124132254.html_chunk0,2017-01-02 07:52:00,"3:03 Talkback: Mark Young talks about Vice Mayor Gene Gallo's tragic loss of his wife Pause
2:15 The zany 9th Annual Shamrock Shiver Charity Plunge
1:17 Samoset Neighborhood Association looks to 2017 for continued improvements
0:49 Gene Gallo reflects on the loss of his wife
2:02 Manatee County residents fear heavy manufacturing will change lifestyle
0:58 Little Rebekah is Manatee's first baby of 2017
2:22 All-Area Boys Swimmer of the Year T.C. Smith discusses the honor
0:40 Suspect in armed robbery of Bradenton convenience store arrested
2:46 Making peppermint candy",Bradenton Vice Mayor Gene Gallo family tragedy news
http://www.dailybreeze.com/sports/20170417/relievers-fail-to-stop-diamondbacks,http://www.dailybreeze.com/sports/20170417/relievers-fail-to-stop-diamondbacks_chunk0,2017-04-17 22:48:04,"LOS ANGELES >> Dodgers relievers are reporting for work early and often again. For the most part, the relief corps has been up to the early-season workload. But Chris Hatcher gave up a leadoff home run to Jake Lamb in the eighth inning of a tie game and the Arizona Diamondbacks went on to hand the Dodgers a 4-2 defeat Monday night. The late power gave the Diamondbacks a split of the four-game series at Dodger Stadium and dropped the Dodgers back to .500 (7-7) without a series victory since the opening series of the season against the San Diego Padres. Nine time in those first 14 games the Dodgers’ starting pitcher has gone five innings or less. Brandon McCarthy is the latest. McCarthy was impressive through the first four innings, allowing two hits, walking two and striking out six (on his way to eight total) while extending his scoreless streak to 10 innings (including his part in a shutout of the Chicago Cubs last week). But the Diamondbacks got to him in the fifth inning. McCarthy walked Chris Owings with one out then struck out Jeff Mathis. Three consecutive two-out singles – by Ray, A.J. Pollock and David Peralta – produced two runs and tied the score because the Dodgers were having their usual slow night offensively against a left-handed starter, Robbie Ray. Ray struck out 10 and allowed just three hits in his six innings. The Dodgers did get to him for single runs in the second and fourth. Promoted from Triple-A before the game, Rob Segedin singled in his first at-bat and worked his way around the bases on a walk, sacrifice bunt and sacrifice fly to score in the second inning. Kike’ Hernandez took a more direct route, leading off the fourth inning with a solo",Dodgers vs Diamondbacks game score and key plays from Monday
http://www.dailybreeze.com/sports/20170417/relievers-fail-to-stop-diamondbacks,http://www.dailybreeze.com/sports/20170417/relievers-fail-to-stop-diamondbacks_chunk1,2017-04-17 22:48:04,"at-bat and worked his way around the bases on a walk, sacrifice bunt and sacrifice fly to score in the second inning. Kike’ Hernandez took a more direct route, leading off the fourth inning with a solo home run inside the left field foul pole. After Hernandez’s homer, however, Ray struck out the next six consecutive Dodgers and allowed just one more hit (an infield single by Yasmani Grandal) in his six innings. The Dodgers’ bullpen came into the game with the lowest WHIP in the majors and the lowest ERA in the National League. Grant Dayton continued the trend with a scoreless sixth. With long relievers Alex Wood (headed back to the rotation) and Ross Stripling (2-1/3 innings Sunday) unavailable, Dodgers manager Dave Roberts turned to Hatcher for multiple innings Hatcher kept the score tied through the seventh despite a pair of Diamondbacks hits. But in the top of the eighth Lamb jumped on the first pitch from Hatcher, a 92-mph cutter that stayed over the plate, and drove it into the right-field pavilion. It was the first home run allowed by a Dodgers reliever this season. Advertisement Justin Turner led off the bottom of the eighth with a bloop double, putting the Dodgers in position to respond. But the next three hitters – Yasiel Puig, Yasmani Grandal and Hernandez – each popped out, part of an 0-for-6 night with runners in scoring position. Instead, it was the Diamondbacks who scored again. Hatcher pitched into the ninth inning and gave up a two-out single to Pollock on his 47th pitch. Lefty reliever Luis Avilan came in and gave up an RBI triple to Peralta.",Who hit the home run off Dodgers reliever Hatcher?
https://www.digitaltrends.com/photography/insta360-crystalview-farsight-premiere-pro-plugin/,https://www.digitaltrends.com/photography/insta360-crystalview-farsight-premiere-pro-plugin/_chunk0,2018-05-30 00:00:00,"Share Viewing immersive content hasn’t yet caught up to the increasing resolution of 360 cameras — but 360 camera manufacturer Insta360 has developed a solution that will allow viewers to watch 8K immersive content, even if the only thing they have is a smartphone. On Wednesday, May 30, Insta360 announced CrystalView, a tech that will allow 8K playback even on mobile devices that don’t yet support 8K by using different algorithms to prioritize only the content currently being viewed. The announcement also comes with FarSight, a new remote system that allows videographers to hide the crew by operating the camera from up to 1.86 miles away. CrystalView aims to help bring high-resolution content to headsets and smartphones that only support a 4K resolution. How? The software downsamples the portions of the video that the viewer isn’t looking at. That reduced resolution allows the program to prioritize the view that is actually being watched. By sectioning out the video and prioritizing what is actually on the screen at the time, CrystalView allows the 8K resolution 360 videos to be not quite so taxing on the hardware that is trying to manage such a large file. An 8K 360 video has 8,000 pixels stretched across the entire 360 view, which means, in many cases, it’s the file size and not the screen resolution that limits the playback quality. CrystalView’s less demanding format will help when streaming on demand, as well as for reviewing videos stored on the device, Insta360 says. The concept is first coming to Insta360 Player this summer, but the company also plans to make a software development kit that will allow other companies to add the feature to their playback programs. The update is coming to Insta360 Player sometime this summer, the company says. For 360 creators, one of",How does Insta360 enable 8K video playback on mobile phones?
https://www.digitaltrends.com/photography/insta360-crystalview-farsight-premiere-pro-plugin/,https://www.digitaltrends.com/photography/insta360-crystalview-farsight-premiere-pro-plugin/_chunk1,2018-05-30 00:00:00,"to make a software development kit that will allow other companies to add the feature to their playback programs. The update is coming to Insta360 Player sometime this summer, the company says. For 360 creators, one of the challenges of shooting in every direction is hiding the crew from the footage. Insta360 is working to make that a simpler task to tackle with the new FarSight system for the Insta360 Pro. FarSight uses a pair of transmitters and receivers to send the video a wider range than built-in Wi-Fi allows. The receiver can display 1080p video, allowing a real-time preview and control of the camera. The system works up to 0.31 miles away ground-to-ground, or 1.86 miles air-to-ground. The system is slated for a summer release, with compatibility with Mac, Windows, iOS, and Android, as well as tablets and routers. On Wednesday, May 30, Insta360 also announced that an Adobe Premiere Pro extension is coming this week. The previously announced plug-in saves stitching as the last step while still allowing for stitched previews, which helps save time by giving the computer a smaller file to work with until the edits are completed. The Insta360 Stitcher 1.7.0 will export a fully stitched version at the end. The beta version is coming in the next few days, the company says.",Insta360 Pro remote camera control and crew concealment system
https://www.miltonkeynes.co.uk/news/missing-girls-from-buckingham-found-safe-and-well-1-8556197,https://www.miltonkeynes.co.uk/news/missing-girls-from-buckingham-found-safe-and-well-1-8556197_chunk0,2018-07-04 16:44:21,"Police appealing for help to find two missing girls from the Buckingham area have thanked the public for their help after the girls were found safe.
Kelsey Cooney and Summer Jones, both aged 14 went missing from Buckingham on Sunday.",Buckingham missing teenagers found safe update
https://www.reuters.com/article/brief-oasis-petroleum-announces-public-o/brief-oasis-petroleum-announces-public-offering-of-32-mln-shares-of-common-stock-idUSASB0BXEP,https://www.reuters.com/article/brief-oasis-petroleum-announces-public-o/brief-oasis-petroleum-announces-public-offering-of-32-mln-shares-of-common-stock-idUSASB0BXEP_chunk0,2017-12-11 21:12:21,"Dec 11 (Reuters) - Oasis Petroleum Inc:
* . ANNOUNCES PUBLIC OFFERING OF COMMON STOCK
* SAYS OFFERING 32.0 MILLION COMMON SHARES
* - TO USE PROCEEDS FROM OFFERING TO FUND A PORTION OF ACQUISITION OF ASSETS IN PERMIAN BASIN FROM FORGE ENERGY, LLC Source text for Eikon: Further company coverage:",Oasis Petroleum financing Permian Basin asset purchase
